sample_id,audio_path,base_id,variant_id,speaker_id,speaker_gender,language,source_origin,manipulation_type,ground_truth_origin,ground_truth_manipulation,origin_label,manipulation_label,attack_hint,risk_level,partial_fabrication_binary,suspicious_start_time,suspicious_end_time,split,split_group_id,prediction,confidence,decision_score,effective_threshold,attack_type,attack_type_conf,bonafide_prob,synthesis_prob,conversion_prob,replay_prob,n_chunks_used,n_chunks_total,suspicious_chunk_count,suspicious_chunk_ratio,max_chunk_spoof,mean_chunk_spoof,median_chunk_spoof,dominant_chunk_attack,n_chunks_inside,n_chunks_outside,inside_region_avg_spoof,outside_region_avg_spoof,inside_region_max_spoof,outside_region_max_spoof,inside_region_dominant_attack,outside_region_dominant_attack,partial_region_detected,baseline_status,final_baseline_interpretation,error
ai_001_direct,data/phase7c1/raw/ai_direct/ai_001_direct.wav,base_001,ai_direct,speaker_001,unknown,unknown,ai,clean_direct,ai,clean,ai_likely,clean_original,synthesis,high,0,,,train,base_001,REAL,1.0,0.0,0.7,bonafide,0.9191296100616456,0.9191296100616456,0.079118862748146,0.000721406948287,0.0010301824659109,18,18,0,0.0,0.5497312545776367,0.0401422819661674,0.0031075745355337,bonafide,0,0,,,,,,,False,direct_ai_missed,"Direct AI missed at file level (REAL, score=0.000).",
ai_002_direct,data/phase7c1/raw/ai_direct/ai_002_direct.wav,base_002,ai_direct,speaker_002,unknown,unknown,ai,clean_direct,ai,clean,ai_likely,clean_original,synthesis,high,0,,,train,base_002,REAL,1.0,0.0,0.7,bonafide,0.9445717930793762,0.9445717930793762,0.0540428347885608,0.0004576700157485,0.0009276543278247,13,13,0,0.0,0.1081889495253562,0.0147967926186975,0.0001852257410064,bonafide,0,0,,,,,,,False,direct_ai_missed,"Direct AI missed at file level (REAL, score=0.000).",
ai_003_direct,data/phase7c1/raw/ai_direct/ai_003_direct.wav,base_003,ai_direct,speaker_003,unknown,unknown,ai,clean_direct,ai,clean,ai_likely,clean_original,synthesis,high,0,,,train,base_003,REAL,0.8666666666666667,0.1333333333333333,0.7,bonafide,0.7988002300262451,0.7988002300262451,0.1994054168462753,0.0008354086894541,0.0009588925167918,15,15,2,0.1333333333333333,0.8118252158164978,0.1400071593655033,0.0006973133422434,bonafide,0,0,,,,,,,False,direct_ai_missed,"Direct AI missed at file level (REAL, score=0.133).",
ai_004_direct,data/phase7c1/raw/ai_direct/ai_004_direct.wav,base_004,ai_direct,speaker_004,unknown,unknown,ai,clean_direct,ai,clean,ai_likely,clean_original,synthesis,high,0,,,train,base_004,REAL,1.0,0.0,0.7,bonafide,0.9652352929115297,0.9652352929115297,0.0324477851390838,0.0002038409147644,0.0021131520625203,16,16,0,0.0,0.1391037553548813,0.0124659653295111,0.0012576909502968,bonafide,0,0,,,,,,,False,direct_ai_missed,"Direct AI missed at file level (REAL, score=0.000).",
ai_005_direct,data/phase7c1/raw/ai_direct/ai_005_direct.wav,base_005,ai_direct,speaker_005,unknown,unknown,ai,clean_direct,ai,clean,ai_likely,clean_original,synthesis,high,0,,,train,base_005,REAL,1.0,0.0,0.7,bonafide,0.9048670530319214,0.9048670530319214,0.0906307399272918,0.0006986763328313,0.0038033947348594,18,18,0,0.0,0.5482048988342285,0.0449552454589492,0.0011985959718003,bonafide,0,0,,,,,,,False,direct_ai_missed,"Direct AI missed at file level (REAL, score=0.000).",
ai_006_direct,data/phase7c1/raw/ai_direct/ai_006_direct.wav,base_006,ai_direct,speaker_006,unknown,unknown,ai,clean_direct,ai,clean,ai_likely,clean_original,synthesis,high,0,,,train,base_006,REAL,1.0,0.0,0.7,bonafide,0.9887043833732604,0.9887043833732604,0.0112046720460057,7.23205812391825e-05,1.8673452359507792e-05,16,16,0,0.0,0.0090552642941474,0.0026284530361149,0.00114323355956,bonafide,0,0,,,,,,,False,direct_ai_missed,"Direct AI missed at file level (REAL, score=0.000).",
ai_007_direct,data/phase7c1/raw/ai_direct/ai_007_direct.wav,base_007,ai_direct,speaker_007,unknown,unknown,ai,clean_direct,ai,clean,ai_likely,clean_original,synthesis,high,0,,,train,base_007,REAL,0.9333333333333332,0.0666666666666666,0.7,bonafide,0.7659952640533447,0.7659952640533447,0.2261366993188858,0.0016228016465902,0.0062452037818729,15,15,1,0.0666666666666666,0.6882065534591675,0.1071612068073591,0.0195874217897653,bonafide,0,0,,,,,,,False,direct_ai_missed,"Direct AI missed at file level (REAL, score=0.067).",
ai_009_direct,data/phase7c1/raw/ai_direct/ai_009_direct.wav,base_009,ai_direct,speaker_009,unknown,unknown,ai,clean_direct,ai,clean,ai_likely,clean_original,synthesis,high,0,,,train,base_009,REAL,1.0,0.0,0.7,bonafide,0.9626170992851256,0.9626170992851256,0.0366296172142028,0.0002882545813918,0.0004650329356081,14,14,0,0.0,0.1164622157812118,0.0113827707449445,0.0005557651893468,bonafide,0,0,,,,,,,False,direct_ai_missed,"Direct AI missed at file level (REAL, score=0.000).",
ai_010_direct,data/phase7c1/raw/ai_direct/ai_010_direct.wav,base_010,ai_direct,speaker_010,unknown,unknown,ai,clean_direct,ai,clean,ai_likely,clean_original,synthesis,high,0,,,train,base_010,REAL,1.0,0.0,0.7,bonafide,0.972865641117096,0.972865641117096,0.0266092531383037,0.0001068920755642,0.0004181632830295,14,14,0,0.0,0.0536506995558738,0.0076671543502015,0.0030399524839594,bonafide,0,0,,,,,,,False,direct_ai_missed,"Direct AI missed at file level (REAL, score=0.000).",
ai_011_direct,data/phase7c1/raw/ai_direct/ai_011_direct.wav,base_011,ai_direct,speaker_011,unknown,unknown,ai,clean_direct,ai,clean,ai_likely,clean_original,synthesis,high,0,,,train,base_011,REAL,1.0,0.0,0.7,bonafide,0.99601811170578,0.99601811170578,0.003972802311182,3.7054408039693953e-06,5.307063020154601e-06,12,12,0,0.0,0.0077705816365778,0.0006569192678324,6.061147388436439e-07,bonafide,0,0,,,,,,,False,direct_ai_missed,"Direct AI missed at file level (REAL, score=0.000).",
